Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Stung Treng,7/4/2018 9:26,SR077,18/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,70,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle,Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Completely distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Trust,Trust,Distrust,Distrust,Red (B),0,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Agree,Agree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:11,SR078,12/6/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,18,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Don’t know,Trust,Trust,Trust,Trust,Trust,Completely trust,Trust,Completely distrust,Trust,Distrust,Trust,Distrust,Distrust,Trust,Completely distrust,Trust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:18,SR079,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,28,High school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone,Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:05,SR080,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,61,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Trust,Completely trust,Trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely distrust,Trust,Trust,Don’t know,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 8:59,SR081,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,40,Primary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan, Washing machine",Western medicine,Western medicine,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Completely distrust,Trust,Completely distrust,Trust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Red (B),1,0,0-5%,0,0,Never ,0,Never ,0,Agree,Don’t know,Don’t know,Disagree,Disagree,Don’t know,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 8:50,SR082,12/6/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei, Female,48,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Fridge/Freezer, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Completely distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Distrust,Distrust,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 8:39,SR083,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,63,None,Laos,"Khmer, Lao (Lao Loum) ",Buddhist ,Bicycle,Western medicine,Western medicine,Completely trust,Completely trust,Completely distrust,Trust,Completely distrust,Distrust,Distrust,Distrust,Distrust,Trust,Completely distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Red (B),1,0,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Don’t know,Don’t know,Strongly Disagree,Don’t know,Don’t know,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:13,SR091,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,34,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Distrust,Completely distrust,Completely trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:01,SR092,12/6/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,25,University Degree,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Completely distrust,Trust,Completely distrust,Completely distrust,Trust,Trust,Completely trust,Trust,Completely distrust,Trust,Trust,Trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:55,SR093,12/6/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,35,High school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Computer/Laptop, Fridge/Freezer, Bicycle, Motorbike, Car/Van,Fan",Western medicine,Western medicine,Trust,Completely trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:10,SR101,12/6/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,18,Secondary school,Cambodian ,Khmer,Buddhist ,"Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Green (A)    ,3,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:21,SR105,12/6/2018,A,Sangkat Srah Ruessei ,3,Yes,Sangkat Srah Ruessei,Male ,19,Secondary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike, Boat,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Trust,Completely trust,Completely trust,Completely trust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:14,SR106,14/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei, Female,25,Secondary school,Cambodian ,Khmer,Buddhist ,"Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Trust,Trust,Trust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:05,SR107,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,28,High school,Cambodian ,"Khmer, Cham",Muslim ,"TV, Mobile phone, Computer/Laptop, Bicycle, Motorbike, Car/Van,Fan","Western medicine, Traditional Khmer medicine, Traditional Chinese medicine",Western medicine,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 8:55,SR108,17/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei, Female,58,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Don’t know,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Distrust,Distrust,Distrust,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Don’t know,Agree,Don’t know,Disagree,Strongly Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 8:45,SR109,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,18,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Neither trust nor distrust,Completely distrust,Trust,Trust,Distrust,Trust,Trust,Trust,Distrust,Completely distrust,Distrust,Distrust,Trust,Distrust,Trust,Trust,Trust,Completely distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:58,SR110,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,48,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Don’t know,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Distrust,Completely distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 9:49,SR111,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,47,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Christian,"TV, Mobile phone, Bicycle, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Distrust,Trust,Distrust,Trust,Trust,Completely trust,Trust,Completely distrust,Trust,Distrust,Trust,Trust,Trust,Trust,Don’t know,Trust,Red (B),1,3,0-5%,3,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Agree,Agree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:25,SR112,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,45,None,Cambodian ,Khmer,Christian,"TV, Mobile phone, Computer/Laptop, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Distrust,Distrust,Trust,Trust,Trust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Don’t know,Agree,Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:24,SR113,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,40,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Fridge/Freezer, Bicycle, Motorbike, Car/Van,Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Completely distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:17,SR114,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,26,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Completely distrust,Completely distrust,Distrust,Distrust,Trust,Trust,Completely trust,Distrust,Completely distrust,Don’t know,Don’t know,Don’t know,Trust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:12,SR115,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,33,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:07,SR116,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,24,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,None,Western medicine,Western medicine,Completely trust,Completely trust,Trust,Distrust,Trust,Trust,Completely distrust,Completely trust,Completely trust,Trust,Completely distrust,Trust,Completely distrust,Trust,Distrust,Distrust,Trust,Trust,Completely distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:45,SR118,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,50,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Trust,Trust,Trust,Trust,Distrust,Distrust,Distrust,Trust,Trust,Distrust,Trust,Don’t know,Trust,Trust,Trust,Distrust,Trust,Distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:40,SR119,18/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,25,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely trust,Completely trust,Completely trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,Strongly Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:10,SR121,18/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,24,Primary school,Cambodian ,Khmer,Buddhist ,"Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Completely trust,Distrust,Completely trust,Distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Trust,Completely trust,Completely trust,Completely distrust,Trust,Trust,Completely distrust,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:28,SR122,18/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei, Female,29,None,Cambodian ,"Khmer, Lao (Lao Loum) ","Buddhist , Christian","TV, Mobile phone, Bicycle, Motorbike, Air conditioner,Fan",Western medicine,Western medicine,Trust,Trust,Trust,Trust,Trust,Distrust,Trust,Trust,Trust,Trust,Completely distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:22,SR123,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,33,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Trust,Trust,Completely trust,Neither trust nor distrust,Distrust,Distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:16,SR124,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,24,High school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Completely distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Distrust,Trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:11,SR125,17/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,26,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Completely distrust,Distrust,Distrust,Distrust,Trust,Trust,Trust,Distrust,Distrust,Distrust,Trust,Distrust,Trust,Distrust,Distrust,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:05,SR126,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,65,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle",None,None,Trust,Completely trust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Completely trust,Completely trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Don’t know,Don’t know,Red (B),0,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:42,SR127,17/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,22,Secondary school,Cambodian ,"Khmer, Chinese",Buddhist ,"Mobile phone, Motorbike, Car/Van,Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Trust,Completely trust,Trust,Completely trust,Completely trust,Distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Agree,Don’t know,Agree,Disagree,Neither agree nor disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:33,SR128,17/06/2018,B,Sangkat Srah Ruessei ,2,Yes,Sangkat Srah Ruessei,Male ,66,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike, Boat,Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:22,SR129,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,72,Secondary school,Cambodian ,"Chinese, Vietnamese (Kinh)",Buddhist ,"Mobile phone, Bicycle","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Trust,Trust,Trust,Trust,Completely trust,Completely trust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:17,SR130,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,24,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Fridge/Freezer, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Red (B),1,4,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
